Manufacturer,Payment_Sum,Payment_Count,Payment_Mean,Year
Biocompatibles UK Ltd,101877.27,37,2753.44,2019
"Biocompatibles, Inc.",1449827.79,4727,306.71,2019
Biocomposites Inc,206381.64,691,298.67,2019
Biofrontera Inc.,344477.8,3413,100.93,2019
"Biogen, Inc.",26149072.02,39126,668.33,2019
Biom'Up SA,381222.89,1119,340.68,2019
"Bioptics, Inc.",26463.88,211,125.42,2019
"Biosense Webster, Inc.",3342804.08,9895,337.83,2019
Bioventus LLC,879148.73,8479,103.69,2019
Blue Earth Diagnostics Limited,464315.09,3528,131.61,2019
"Blue Sky Bio, LLC",225600.0,2,112800.0,2019
"Blustone Synergy, LLC",81080.5,1,81080.5,2019
Bodycad USA Corp,96078.2,50,1921.56,2019
Boehringer Ingelheim (Phil.) Inc.,48175.0,2,24087.5,2019
Boehringer Ingelheim Canada Ltd.Ltee,36052.05,36,1001.45,2019
Boehringer Ingelheim Do Brasil Quimica e Farmaceutical Ltda.,65770.57,42,1565.97,2019
Boehringer Ingelheim Hong Kong Ltd,16314.6,10,1631.46,2019
Boehringer Ingelheim India Pvt. Ltd.,49038.34,4,12259.58,2019
Boehringer Ingelheim International GmbH,1871104.81,1099,1702.55,2019
Boehringer Ingelheim Korea LTD.,7476.6,5,1495.32,2019
Boehringer Ingelheim MENA (Scientific Office) FZ-LLC,107419.0,14,7672.79,2019
Boehringer Ingelheim Malaysia Sdn. Bhd.,21691.55,8,2711.44,2019
Boehringer Ingelheim Mexico SA de CV,3750.0,1,3750.0,2019
Boehringer Ingelheim Pharma GmbH & Co.KG,116641.62,81,1440.02,2019
"Boehringer Ingelheim Pharmaceuticals, Inc.",20474645.79,216450,94.59,2019
Boehringer Ingelheim Pty Ltd,89320.19,18,4962.23,2019
Boehringer Ingelheim RCV GmbH & Co KG,40903.96,20,2045.2,2019
Boehringer Ingelheim Shanghai Pharmaceuticals Co Ltd.,488.0,1,488.0,2019
Boehringer Ingelheim Singapore Pte. Ltd.,61019.59,15,4067.97,2019
Boehringer Ingelheim South Africa (Pty) Ltd,35484.99,13,2729.61,2019
Boehringer Ingelheim Taiwan Ltd.,42748.8,6,7124.8,2019
Boehringer Ingelheim Thai Ltd,18640.52,3,6213.51,2019
Boehringer Ingelheim b.v.,129191.0,22,5872.32,2019
"Boehringer Ingelheim, Unipessoal, Lda.",7082.92,3,2360.97,2019
Bolder Surgical LLC,54574.71,320,170.55,2019
Bolton Medical Inc,336635.4,1856,181.38,2019
Boston Scientific Corporation,87438678.5,157602,554.81,2019
"Braemar Manufacturing, LLC",317644.35,847,375.02,2019
Brahms GmbH,240077.5,21,11432.26,2019
"BrainScope Company, Inc.",19821.49,32,619.42,2019
Braincoolinc,207903.83,10,20790.38,2019
"Brainlab, Inc.",389419.99,917,424.67,2019
Brainsway USA Inc,50622.62,185,273.64,2019
"Braintree Laboratories, Inc.",2905134.48,8793,330.39,2019
"Breathe Technologies, Inc.",74688.26,146,511.56,2019
Bristol-Myers Squibb Company,1143872.9,64,17873.01,2019
"Butterfly Network, Inc.",328616.45,33,9958.07,2019
"C. R. BARD FOUNDATION, INC.",470.83,14,33.63,2019
"C. R. BARD, INC. & SUBSIDIARIES",1166409.02,2242,520.25,2019
CANON MEDICAL RESEARCH  USA INC.,19200.0,8,2400.0,2019
"CARDIVA MEDICAL, INC.",163520.5,642,254.7,2019
CARTER BLOODCARE,27336.13,123,222.24,2019
CAS Medical Systems Inc.,6424.62,36,178.46,2019
"CATALYST PHARMACEUTICALS, INC.",192632.26,452,426.18,2019
"CBA Associates, LLC",290000.0,1,290000.0,2019
CDC Medical LLC,316000.42,398,793.97,2019
CELTIC BIODEVICES LLC,88834.72,1,88834.72,2019
CGG Medical Inc,119040.6,96,1240.01,2019
"CHF Solutions, Inc",138387.97,595,232.58,2019
"CHIESI USA, INC.",376080.83,327,1150.09,2019
CIPLA USA INC.,52522.37,61,861.02,2019
"COMSORT, Inc",142050.0,1359,104.53,2019
CONMED Corporation,1086311.39,1917,566.67,2019
"CPM Medical Consultants, LLC",131361.01,104,1263.09,2019
"CROSSROADS EXTREMITY SYSTEMS, LLC",450277.18,899,500.86,2019
CSL Behring,16209347.49,27512,589.17,2019
CTL Medical Corporation,876170.68,348,2517.73,2019
"CVRx, Inc.",298195.99,372,801.6,2019
"Cadwell Industries, INC",16421.71,22,746.44,2019
Caerus Corp.,9693.87,15,646.26,2019
Camber Spine Technologies,64101.22,410,156.34,2019
Canon Medical Systems Corporation,88613.24,25,3544.53,2019
"Canon Medical Systems USA, Inc.",680198.91,1027,662.32,2019
Cantel Medical Corp.,375671.58,29,12954.19,2019
CapsoPro Services LLC,20650.0,6,3441.67,2019
"CapsoVision, Inc.",50185.72,54,929.37,2019
Captiva Spine Inc,351146.91,84,4180.32,2019
"Cardinal Health 105, Inc",18562.82,39,475.97,2019
"Cardinal Health 108, LLC",99765.94,335,297.81,2019
"Cardinal Health 110, LLC",143413.99,78,1838.64,2019
"Cardinal Health 200, LLC",423464.2,2483,170.55,2019
"Cardinal Health 414, LLC",548532.82,285,1924.68,2019
"Cardinal Health P.R. 120, Inc.",400.06,28,14.29,2019
"Cardinal Health, Inc.",26052.95,15,1736.86,2019
"CardioFocus, Inc.",322799.3,408,791.17,2019
Cardiovascular Systems Inc.,2936705.08,17131,171.43,2019
"Carestream Dental, LLC",171810.89,2109,81.47,2019
"Carestream Health, Inc.",106192.37,62,1712.78,2019
Carl Zeiss Meditec AG,562142.44,36,15615.07,2019
Carl Zeiss Meditec Cataract Technology Inc.,651938.72,592,1101.25,2019
Carl Zeiss Meditec Digital Innovations LLC,240181.53,29,8282.12,2019
Carl Zeiss Meditec Production LLC,483.21,7,69.03,2019
"Carl Zeiss Meditec, Inc.",3282796.45,5086,645.46,2019
Carolina Liquid Chemistries Corp,64.85,5,12.97,2019
"Catalent Pharma Solutions, LLC",52165.0,10,5216.5,2019
Catalyst OrthoScience,13835.96,124,111.58,2019
"CathWorks, Inc.",74200.15,251,295.62,2019
Celgene Corporation,23910264.3,59678,400.65,2019
"Celltrion Healthcare Co., Ltd",4825.0,8,603.12,2019
"Celltrion, Inc.",100950.03,34,2969.12,2019
"CeloNova BioSciences, Inc.",95414.85,241,395.91,2019
"Celularity, Inc.",773678.31,1801,429.58,2019
"Centinel Spine, LLC",970469.0,982,988.26,2019
Central Blood Bank,28440.25,32,888.76,2019
"Central California Surgical Distributors, LLC",455448.0,4,113862.0,2019
Centrix Inc,51867.48,636,81.55,2019
"Cephea Valve Technologies, Inc.",311466.96,2,155733.48,2019
Cepheid,188078.0,268,701.78,2019
"Cerapedics, Inc.",127409.17,324,393.24,2019
"Ceribell, Inc.",156910.12,48,3268.96,2019
Cerner Corporation,4250.0,29,146.55,2019
Cerus Corporation,120888.66,176,686.87,2019
"Change Healthcare Technologies, LLC",38413.31,68,564.9,2019
"Checkpoint Surgical, Inc",115287.38,559,206.24,2019
"ChiRhoClin, Inc.",12600.0,1,12600.0,2019
"Chiesi USA, Inc.",1359425.58,9236,147.19,2019
"Choice Spine, LLC",1094577.85,197,5556.23,2019
Chrono-log Corp.,500.0,1,500.0,2019
"Chugai Pharmaceutical Co., Ltd.",304983.64,119,2562.89,2019
"Circa Scientific, Inc.",10000.0,1,10000.0,2019
Circassia Pharmaceuticals Inc,129374.32,6363,20.33,2019
"Citieffe, Inc.",38399.94,19,2021.05,2019
"Civatech Oncology, Inc.",692.94,20,34.65,2019
Clariance SAS,130309.04,60,2171.82,2019
"Clariance, Inc.",95924.14,125,767.39,2019
"Clarify Medical, Inc.",30430.33,4,7607.58,2019
"ClearFlow, Inc.",361193.86,192,1881.22,2019
"ClearPoint Neuro, Inc.",193445.7,27,7164.66,2019
"Clinical Technology, Inc",25067.82,4,6266.96,2019
Clinician's Choice Dental Products Inc.,244455.38,95,2573.21,2019
Clinigen Inc,7099.61,97,73.19,2019
"Clovis Oncology, Inc.",1905998.53,6693,284.77,2019
Cochlear AG,12198.83,5,2439.77,2019
Cochlear Americas,240658.51,1376,174.9,2019
Cochlear Bone Anchored Solutions AB,10922.48,24,455.1,2019
Cochlear Latinoamerica Sociedad Anonima,6802.11,5,1360.42,2019
Cochlear Ltd,77422.79,34,2277.14,2019
Coherus Biosciences Inc.,249780.19,1038,240.64,2019
"Collaborative Care Diagnostics, LLC",8097.63,24,337.4,2019
"Collagen Matrix, Inc",44740.28,16,2796.27,2019
"Collegium Pharmaceutical, Inc.",268755.61,15633,17.19,2019
Coloplast Corp,4227994.35,16127,262.17,2019
Coltene Whaledent Inc.,133925.06,1068,125.4,2019
Community Blood Center,534.14,7,76.31,2019
"Companion Medical, Inc.",28223.09,1230,22.95,2019
"Concordance Healthcare Solutions, LLC",84163.61,79,1065.36,2019
Concordia Laboratories Inc.,4200.0,3,1400.0,2019
Concordia Pharmaceuticals Inc.,60880.45,1859,32.75,2019
"Conetic Solutions, Inc.",15494.05,72,215.2,2019
"Conformis, Inc.",2807101.69,1324,2120.17,2019
"Consensus Orthopedics, Inc.",118654.33,138,859.81,2019
"Contego Medical, Inc",37038.18,62,597.39,2019
ConvaTec Inc.,248254.38,2396,103.61,2019
"Conventus Orthopaedics, Inc.",387384.67,54,7173.79,2019
Cook Biotech Incorporated,80491.39,35,2299.75,2019
Cook Incorporated,12157733.53,1501,8099.76,2019
Cook Medical LLC,2312433.89,14813,156.11,2019
Cook Research Incorporated,695441.19,208,3343.47,2019
"CooperSurgical, Inc.",3144309.54,7934,396.31,2019
CooperVision Inc.,1816486.72,24887,72.99,2019
Corcept Therapeutics,1356920.33,8441,160.75,2019
Cordis Corporation,78822.89,6,13137.15,2019
"CoreLink, LLC",905940.33,634,1428.93,2019
"Corentec America,Inc.",1226535.79,160,7665.85,2019
Corin USA,706399.67,536,1317.91,2019
Corindus Inc.,6515571.69,756,8618.48,2019
Cornerstone Specialty Network LLC,25161.0,22,1143.68,2019
Cosette Pharmaceuticals Inc.,12200.0,3,4066.67,2019
Covidien LP,5860120.24,19901,294.46,2019
Covis Pharma B.V.,111030.62,674,164.73,2019
"Cranial Technologies, Inc",135857.58,8675,15.66,2019
Creative Testing Solutions,805.6,1,805.6,2019
"Crossroads Orthopedics, LLC",123632.03,198,624.4,2019
Crosstex International Inc.,72141.73,309,233.47,2019
"Cryo Specialty Medical, LLC",380000.0,10,38000.0,2019
"CryoLife, Inc.",474048.38,1720,275.61,2019
"Cumberland Pharmaceuticals, Inc.",395560.34,4387,90.17,2019
Curetis USA Inc.,1600.0,1,1600.0,2019
"Curiteva, Inc.",11371.31,28,406.12,2019
Curium US LLC,211400.75,117,1806.84,2019
Currax Pharmaceuticals LLC,14086.74,684,20.59,2019
"CutisPharma, Inc.",2933.0,6,488.83,2019
"CyMedica Orthopedics, Inc.",60965.93,56,1088.68,2019
Cycle Pharmaceuticals Inc,7736.47,34,227.54,2019
"Cynosure, LLC",9137.31,17,537.49,2019
Cytyc Prenatal Products Corp.,787.07,15,52.47,2019
"Cytyc Surgical Products, LLC",2958.02,9,328.67,2019
DASH Medical Gloves Inc,14330.0,122,117.46,2019
DAVOL INC.,2978604.12,7960,374.2,2019
DENTSPLY Canada Ltd,5132.34,15,342.16,2019
DENTSPLY IH Inc.,1816796.54,7006,259.32,2019
DENTSPLY LLC,910757.41,1721,529.2,2019
DENTSPLY SIRONA Pty Limited,73151.08,13,5627.01,2019
"DERMIRA, INC.",1425220.27,5500,259.13,2019
"DGH Technology, Inc.",9750.0,1,9750.0,2019
"DJO, LLC",1447212.69,4205,344.16,2019
DMG AMERICA LLC,325195.89,326,997.53,2019
DNE LLC,412363.78,123,3352.55,2019
"DPT Laboratories, Ltd.",19937.5,8,2492.19,2019
"DTE Oregon, Inc.",740.56,3,246.85,2019
"DUSA Pharmaceuticals, Inc.",249049.9,3163,78.74,2019
"Dabir Surfaces, Inc.",73364.61,5,14672.92,2019
Daiichi Sankyo Company LTD,145264.05,63,2305.78,2019
Daiichi Sankyo Europe GmbH,76061.54,22,3457.34,2019
Daiichi Sankyo Inc.,4920601.47,36710,134.04,2019
Datascope Corp.,112.15,6,18.69,2019
Davol Inc.,63660.68,46,1383.93,2019
"DeGen Medical, Inc.",293542.11,84,3494.55,2019
"DePuy Synthes Products, Inc.",135440290.3,2874,47126.06,2019
DePuy Synthes Sales Inc.,1309707.82,25992,50.39,2019
"DeRoyal Industries, Inc.",182.58,4,45.64,2019
"Deltex Medical, SC, Inc.",33955.93,13,2611.99,2019
"Den-Mat Holdings, LLC",409872.79,445,921.06,2019
Dendreon Pharmaceuticals LLC,471587.83,8053,58.56,2019
"Dental Health Products, Inc.",13534.51,218,62.08,2019
Dental Imaging Technologies Corp.,6181.12,88,70.24,2019
Dental Material Gesellschaft mbH,8120.94,6,1353.49,2019
"DentalEZ Alabama, Inc.",69600.88,22,3163.68,2019
"DentalEZ, Inc.",2555.74,12,212.98,2019
"Dentium Co., Ltd",165319.28,40,4132.98,2019
Dentium USA,91199.38,35,2605.7,2019
Dentsply IH China,20349.2,5,4069.84,2019
Dentsply IH Sweden,93654.37,37,2531.2,2019
Dentsply IH UK,11108.63,3,3702.88,2019
Dentsply Sirona Inc,1831742.85,34419,53.22,2019
Dentsply Sirona KK,1707.06,5,341.41,2019
Dentsply Sirona Orthodontics Inc,1149366.94,2750,417.95,2019
Dentsply US Prosthetics LLC,68640.54,104,660.01,2019
"Derma Sciences, Inc.",73118.68,717,101.98,2019
Dexcel Pharma Technologies Ltd.,14500.65,522,27.78,2019
"Dexcom, Inc.",1333473.68,4845,275.23,2019
DiaSorin Inc.,56796.41,43,1320.85,2019
DiaSorin Molecular LLC,23519.41,28,839.98,2019
DiaSorin S.p.A.,43451.51,9,4827.95,2019
Diagnostica Stago SAS,89.0,1,89.0,2019
"Diagnostica Stago, Inc",22978.0,19,1209.37,2019
"Digestive Care, Inc.",1026.08,21,48.86,2019
Digirad Corporation,247.91,8,30.99,2019
"Digital Cognition Technologies, Inc.",4000.0,2,2000.0,2019
Direct Radiography Corporation,2200.0,1,2200.0,2019
"Dompe US, Inc.",400801.21,1820,220.22,2019
"Dornier MedTech America, Inc",12510.6,263,47.57,2019
Dova Pharmaceuticals,1099138.4,3086,356.17,2019
"Doxa Dental, Inc.",69700.0,64,1089.06,2019
"Dr.Reddy's Laboratories,Inc.",52283.52,48,1089.24,2019
Drake Precision Dental Lab,69.94,4,17.48,2019
Duchesnay USA Incorporated,867256.85,9805,88.45,2019
Dutch Ophthalmic Research Center (International) B.V.,15042.96,4,3760.74,2019
"Dutch Ophthalmic, USA",120837.83,302,400.13,2019
Dynasplint Systems Inc.,12194.6,515,23.68,2019
Dynavax Technologies Corporation,349640.72,1546,226.16,2019
"E.R. Squibb & Sons, L.L.C.",16628169.95,126071,131.9,2019
EDAP TECHNOMED INC,2581.47,25,103.26,2019
"EISAI CO., LTD.",840.0,2,420.0,2019
EISAI INC.,5344188.77,27759,192.52,2019
EKOS Corporation,699605.54,3291,212.58,2019
EMD Millipore Corporation,1641601.71,1943,844.88,2019
"EMD Serono, Inc.",7941002.88,41373,191.94,2019
"ENCORE MEDICAL, LP",17291233.17,6030,2867.53,2019
"EPI Health, LLC",205621.68,3202,64.22,2019
ERBE USA Inc,266148.06,396,672.09,2019
ERMI Inc.,26879.37,1015,26.48,2019
ESSENTIAL DENTAL SYSTEMS INCORPORATED,200125.13,457,437.91,2019
EUSA Pharma (US) LLC,246448.76,944,261.07,2019
"EVOLUTION SURGICAL, INC",229407.88,339,676.72,2019
"EXACTECH, INC.",10545676.45,3364,3134.86,2019
"Eagle Pharmaceuticals, Inc.",109194.45,140,779.96,2019
"East Louisiana Surgical Services, LLC",420000.0,1,420000.0,2019
"EchoNous, Inc.",332558.63,19,17503.09,2019
"Echosens North America, Inc.",241467.52,358,674.49,2019
Edge Endo LLC,4729.81,115,41.13,2019
Edwards Lifesciences Corporation,13305902.51,36283,366.73,2019
"Eisai Co., Ltd.",131469.61,60,2191.16,2019
Eisai Inc.,364310.34,1197,304.35,2019
"Electromed, Inc.",134340.13,5248,25.6,2019
"Electronic Waveform Lab, Inc.",55263.11,3421,16.15,2019
Elekta Instrument AB,116340.22,24,4847.51,2019
Elekta Instrument Shanghai Ltd,60000.0,1,60000.0,2019
Elekta Limited,5684674.83,10,568467.48,2019
"Elekta, Inc.",408396.73,681,599.7,2019
Elevate Oral Care,45576.44,354,128.75,2019
Eli Lilly Export S.A. Puerto Rico Branch,241910.53,1653,146.35,2019
Eli Lilly and Company,6901519.62,3958,1743.69,2019
"Elite Orthopedics, LLC",531019.64,489,1085.93,2019
"Ellex, Inc",194566.29,92,2114.85,2019
EllexiScience,437091.36,78,5603.74,2019
Elucent Medical,1549.98,15,103.33,2019
"Embody, Inc.",17471.67,9,1941.3,2019
"Embolx, Inc.",43425.0,13,3340.38,2019
Emergent BioSolutions Inc.,326107.59,750,434.81,2019
"Emmaus Medical, Inc.",503068.57,304,1654.83,2019
Encision Inc,6621.71,27,245.25,2019
Encore Dermatology Inc.,67392.36,2457,27.43,2019
Endo Pharmaceuticals Inc.,2978260.96,18381,162.03,2019
"Endocare, Inc.",8775.16,151,58.11,2019
"Endogastric Solutions, Inc",310293.91,1267,244.9,2019
"Endologix, Inc.",1095136.52,4837,226.41,2019
"Epimed International, Inc",515581.89,71,7261.72,2019
"Esaote North America, Inc.",6832.44,15,455.5,2019
"Essential Medical, Inc.",74531.1,8,9316.39,2019
Ethicon Endo-Surgery Inc.,540359.65,200,2701.8,2019
Ethicon Inc.,17935652.47,2089,8585.76,2019
"Ethicon US, LLC",2319372.31,16751,138.46,2019
"Eton Pharmaceuticals, Inc.",50565.0,6,8427.5,2019
Evergreen Orthopedic Research Lab LLC,75063.0,2,37531.5,2019
Exelixis Inc.,4514186.27,8699,518.93,2019
"Exeltis, USA Inc.",252038.85,4979,50.62,2019
Extremity Medical,401533.03,188,2135.81,2019
"EyePoint Pharmaceuticals US, Inc.",430991.08,1952,220.79,2019
Eyevance Pharmaceuticals LLC,358476.73,4306,83.25,2019
F. Hoffmann-La Roche AG,3745506.71,2891,1295.57,2019
"FFF Enterprises, Inc.",7060.82,10,706.08,2019
"FH Orthopedics, Inc.",306013.47,46,6652.47,2019
FIDIA PHARMA USA INC.,88508.39,3550,24.93,2019
FRESENIUS USA INC.,3000.0,1,3000.0,2019
FUJIFILM Corporation,9396.68,10,939.67,2019
FUJIFILM Holdings America Corporation,32892.51,7,4698.93,2019
"FUJIFILM Medical Systems USA, Inc.",359626.79,465,773.39,2019
"FUJIFILM SonoSite, Inc.",238980.93,458,521.79,2019
FUJIFILM Wako Diagnostics U.S.A. Corporation,14098.91,87,162.06,2019
"FX Shoulder USA, Inc",204984.15,295,694.86,2019
Facet Technologies LLC,7500.0,1,7500.0,2019
"Farallon Surgical, LLC",1037755.57,21,49416.93,2019
Ferring Holding Inc.,32493.35,14,2320.95,2019
Ferring Inc.,6720.95,5,1344.19,2019
Ferring International Center SA,154230.4,104,1482.98,2019
Ferring International Pharmascience Center US,256574.92,65,3947.31,2019
Ferring Pharmaceuticals (Asia) Co. Ltd.,3500.0,2,1750.0,2019
Ferring Pharmaceuticals AS,52394.97,111,472.03,2019
Ferring Pharmaceuticals Inc.,1911478.05,26926,70.99,2019
Ferring Pharmaceuticals Pty Ltd,25546.5,16,1596.66,2019
Ferring Pharmaceuticals SA Rep Office Middle East,11684.08,20,584.2,2019
Ferring Research Institute Inc.,53138.4,19,2796.76,2019
Fidia Pharma USA Inc.,6000.0,2,3000.0,2019
First Gold Corp,92000.0,3,30666.67,2019
Fisher & Paykel Healthcare Inc,54847.7,440,124.65,2019
Fisher & Paykel Healthcare Limited,169252.47,77,2198.08,2019
Fisher Scientific Company L.L.C.,55703.1,140,397.88,2019
"Flexion Therapeutics, Inc.",2073854.71,16286,127.34,2019
Flower Orthopedics Coporation,275002.75,107,2570.12,2019
"Focal Therapeutics, Inc.",85684.58,488,175.58,2019
"Fones Marketing Management, Inc.",2442.4,21,116.3,2019
"Forestadent USA, Inc.",323330.01,505,640.26,2019
"Fort Worth Surgical Supply, LLC",115000.0,1,115000.0,2019
"Fortis Surgical, LLC",79646.05,211,377.47,2019
"Fortovia Therapeutics, Inc.",8671.34,597,14.52,2019
"Foundation Consumer Healthcare, LLC",41333.66,6,6888.94,2019
"Foundation Fusion Solutions, LLC",237690.87,30,7923.03,2019
"Foundation Medicine, Inc.",1114576.16,2953,377.44,2019
"Fresenius Kabi USA, LLC",415826.73,457,909.91,2019
"Fresenius USA Marketing, Inc.",1139397.78,8573,132.91,2019
"Freudenberg Medical, LLC",48810.13,7,6972.88,2019
"Fujifilm New Development USA, Inc.",22773.18,81,281.15,2019
"Fujirebio Diagnostics, Incorporated",2106684.78,29,72644.3,2019
"Fuse Medical, Inc.",1043330.59,146,7146.1,2019
"Fusion Orthopedics, LLC.",299.3,5,59.86,2019
GC America Inc.,554392.5,2858,193.98,2019
GE HEALTHCARE,8307683.61,7265,1143.52,2019
GE Healthcare,57455.19,77,746.17,2019
GENETICS INSTITUTE LLC,5640.0,1,5640.0,2019
GENZYME CORPORATION,34376117.21,84455,407.03,2019
"GI Supply, Inc.",30304.78,39,777.05,2019
"GM Pharmaceuticals, Inc.",6776.93,4,1694.23,2019
"GRT US Holding, Inc.",187693.13,307,611.38,2019
"GS Solutions, Inc.",17342.38,28,619.37,2019
"GT Medical Technologies, Inc",9142.0,37,247.08,2019
GUERBET LLC,120951.32,220,549.78,2019
GW Pharma Limited,44414.71,30,1480.49,2019
GW Research Limited,139606.17,121,1153.77,2019
Galderma International SAS,112304.13,36,3119.56,2019
"Galderma Laboratories, L.P.",6530177.56,35175,185.65,2019
Galen US Inc,17651.01,292,60.45,2019
Galil Medical Inc.,290924.97,244,1192.32,2019
Galt Medical,8793.11,43,204.49,2019
Gauss Surgical Inc.,3438.03,35,98.23,2019
Gebauer Company,31110.71,17,1830.04,2019
"Geistlich Pharma, North America, Inc.",425899.81,2289,186.06,2019
Gemini Medical LLC,168545.28,388,434.4,2019
"Gemini Mountain Medical, LLC",331277.09,526,629.8,2019
"Gen-Probe Sales & Service, Inc.",41531.7,88,471.95,2019
"Gen-Probe, Inc.",65364.86,145,450.79,2019
"GenMark Diagnostics, Inc.",378587.3,52,7280.52,2019
"Genentech USA, Inc.",19901851.76,104916,189.69,2019
"Genentech, Inc.",409450040.03,3991,102593.35,2019
"Genesys Orthopedics Systems, L.L.C.",922563.91,48,19220.08,2019
Gentleman Orthopedic Solutions,76821.47,216,355.65,2019
"Gilead Sciences, Inc.",39545980.51,98013,403.48,2019
Glaukos Corporation,1387836.09,5170,268.44,2019
"GlaxoSmithKline, LLC.",15632589.69,264114,59.19,2019
"Globus Medical, Inc.",15021787.14,12195,1231.8,2019
Goode Surgical Inc,358192.84,782,458.05,2019
"Gotham Surgical Solutions & Devices, Inc.",189461.96,383,494.68,2019
"Grace Medical, Inc.",46379.79,75,618.4,2019
Gramercy Extremity Orthopedics LLC,12880.39,27,477.05,2019
"Great Lakes Medical Services, LLC",62565.0,22,2843.86,2019
Great Lakes Orthopedics,152336.68,458,332.61,2019
"Greenwich Biosciences, Inc.",1610333.47,7192,223.91,2019
"Greer Laboratories, Inc.",11452.0,516,22.19,2019
Grifols Biologicals LLC,113003.8,119,949.61,2019
Grifols Canada Ltd.,8683.7,12,723.64,2019
"Grifols Diagnostic Solutions, Inc.",78488.64,168,467.19,2019
"Grifols Shared Services North America, Inc.",203583.59,295,690.11,2019
Grifols Therapeutics LLC,10734.05,51,210.47,2019
"Grifols USA, LLC",1262687.73,17731,71.21,2019
"Grifols, S.A.",26422.69,20,1321.13,2019
"Gynesonics, Inc.",45408.89,39,1164.33,2019
"Gyrus ACMI, Inc.",242516.26,148,1638.62,2019
