Physician_Spec,Payment_Sum,Payment_Count,Payment_Mean,Year
Allopathic & Osteopathic Physicians|Radiology|Diagnostic Neuroimaging,15561.76,87,178.87,2018
Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,39482943.37,53299,740.78,2018
Allopathic & Osteopathic Physicians|Radiology|Diagnostic Ultrasound,47790.55,150,318.6,2018
Allopathic & Osteopathic Physicians|Radiology|Hospice and Palliative Medicine,13.45,1,13.45,2018
Allopathic & Osteopathic Physicians|Radiology|Neuroradiology,2789338.59,4293,649.74,2018
Allopathic & Osteopathic Physicians|Radiology|Nuclear Radiology,198434.71,385,515.41,2018
Allopathic & Osteopathic Physicians|Radiology|Pediatric Radiology,278772.16,659,423.02,2018
Allopathic & Osteopathic Physicians|Radiology|Radiation Oncology,24414617.93,26691,914.71,2018
Allopathic & Osteopathic Physicians|Radiology|Radiological Physics,4606.86,13,354.37,2018
Allopathic & Osteopathic Physicians|Radiology|Therapeutic Radiology,212042.48,523,405.43,2018
Allopathic & Osteopathic Physicians|Radiology|Vascular & Interventional Radiology,13509834.37,28232,478.53,2018
Allopathic & Osteopathic Physicians|Surgery,50875342.5,175576,289.76,2018
Allopathic & Osteopathic Physicians|Surgery|Hospice and Palliative Medicine,24781.71,50,495.63,2018
Allopathic & Osteopathic Physicians|Surgery|Pediatric Surgery,308690.3,1254,246.16,2018
Allopathic & Osteopathic Physicians|Surgery|Plastic and Reconstructive Surgery,18357087.95,18048,1017.13,2018
Allopathic & Osteopathic Physicians|Surgery|Surgery of the Hand,2053561.4,1526,1345.72,2018
Allopathic & Osteopathic Physicians|Surgery|Surgical Critical Care,1236225.3,4171,296.39,2018
Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,3836600.12,7545,508.5,2018
Allopathic & Osteopathic Physicians|Surgery|Trauma Surgery,845576.82,3021,279.9,2018
Allopathic & Osteopathic Physicians|Surgery|Vascular Surgery,16153816.57,68213,236.81,2018
Allopathic & Osteopathic Physicians|Thoracic Surgery (Cardiothoracic Vascular Surgery),31282118.3,69677,448.96,2018
Allopathic & Osteopathic Physicians|Transplant Surgery,1478753.98,3577,413.41,2018
Allopathic & Osteopathic Physicians|Urology,35531055.26,219638,161.77,2018
Allopathic & Osteopathic Physicians|Urology|Female Pelvic Medicine and Reconstructive Surgery,591523.25,1589,372.26,2018
Allopathic & Osteopathic Physicians|Urology|Pediatric Urology,5421704.65,1007,5384.02,2018
Chiropractic Providers|Chiropractor,638579.88,3504,182.24,2018
Chiropractic Providers|Chiropractor|Independent Medical Examiner,226.4,8,28.3,2018
Chiropractic Providers|Chiropractor|Internist,1035.77,22,47.08,2018
Chiropractic Providers|Chiropractor|Neurology,872901.61,2232,391.08,2018
Chiropractic Providers|Chiropractor|Nutrition,1149.51,39,29.47,2018
Chiropractic Providers|Chiropractor|Occupational Health,773.39,34,22.75,2018
Chiropractic Providers|Chiropractor|Orthopedic,1942.67,46,42.23,2018
Chiropractic Providers|Chiropractor|Pediatric Chiropractor,91.48,5,18.3,2018
Chiropractic Providers|Chiropractor|Radiology,11301.06,51,221.59,2018
Chiropractic Providers|Chiropractor|Rehabilitation,3844.61,106,36.27,2018
Chiropractic Providers|Chiropractor|Sports Physician,3556.73,109,32.63,2018
Chiropractic Providers|Chiropractor|Thermography,82.57,5,16.51,2018
Dental Providers|Dental Assistant,155.3,3,51.77,2018
Dental Providers|Dental Hygienist,578.15,30,19.27,2018
Dental Providers|Dental Laboratory Technician,10.52,1,10.52,2018
Dental Providers|Dental Therapist,7.94,1,7.94,2018
Dental Providers|Dentist,19753199.2,103828,190.25,2018
Dental Providers|Dentist|Dental Public Health,287599.86,831,346.09,2018
Dental Providers|Dentist|Dentist Anesthesiologist,13359.69,68,196.47,2018
Dental Providers|Dentist|Endodontics,19634165.38,10482,1873.13,2018
Dental Providers|Dentist|General Practice,24377512.14,135851,179.44,2018
Dental Providers|Dentist|Oral and Maxillofacial Pathology,244109.43,1475,165.5,2018
Dental Providers|Dentist|Oral and Maxillofacial Radiology,229158.29,169,1355.97,2018
Dental Providers|Dentist|Oral and Maxillofacial Surgery,6634337.64,25278,262.46,2018
Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,11577970.88,34997,330.83,2018
Dental Providers|Dentist|Pediatric Dentistry,1124540.9,5125,219.42,2018
Dental Providers|Dentist|Periodontics,5127449.63,18270,280.65,2018
Dental Providers|Dentist|Prosthodontics,4630838.87,8975,515.97,2018
Dental Providers|Denturist,2360.18,15,157.35,2018
Dental Providers|Oral Medicinist,159.81,5,31.96,2018
Eye and Vision Services Providers|Optometrist,27754904.21,225256,123.21,2018
Eye and Vision Services Providers|Optometrist|Corneal and Contact Management,1948681.38,7359,264.8,2018
Eye and Vision Services Providers|Optometrist|Low Vision Rehabilitation,107423.95,600,179.04,2018
Eye and Vision Services Providers|Optometrist|Occupational Vision,7965.49,101,78.87,2018
Eye and Vision Services Providers|Optometrist|Pediatrics,32817.23,588,55.81,2018
Eye and Vision Services Providers|Optometrist|Sports Vision,97428.09,249,391.28,2018
Eye and Vision Services Providers|Optometrist|Vision Therapy,244134.38,822,297.0,2018
Eye and Vision Services Providers|Technician/Technologist,238.97,2,119.49,2018
Eye and Vision Services Providers|Technician/Technologist|Contact Lens Fitter,1283.91,7,183.42,2018
Eye and Vision Services Providers|Technician/Technologist|Ophthalmic,1910.74,42,45.49,2018
Eye and Vision Services Providers|Technician/Technologist|Optician,980.1,31,31.62,2018
"Podiatric Medicine & Surgery Service Providers|Assistant, Podiatric",12479.81,75,166.4,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist,7660892.91,48384,158.34,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,14034952.83,76885,182.54,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,525579.0,7077,74.27,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|General Practice,8602.56,266,32.34,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,1026848.48,3891,263.9,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|Public Medicine,1056.17,22,48.01,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|Radiology,1307.25,6,217.88,2018
Podiatric Medicine & Surgery Service Providers|Podiatrist|Sports Medicine,152541.91,448,340.5,2018
NA,842155690.07,43542,19341.23,2018
Allopathic & Osteopathic Physicians|Allergy & Immunology,15278508.05,90738,168.38,2019
Allopathic & Osteopathic Physicians|Allergy & Immunology|Allergy,4362760.08,20103,217.02,2019
Allopathic & Osteopathic Physicians|Allergy & Immunology|Clinical & Laboratory Immunology,352685.35,1261,279.69,2019
Allopathic & Osteopathic Physicians|Anesthesiology,17659301.9,79659,221.69,2019
Allopathic & Osteopathic Physicians|Anesthesiology|Addiction Medicine,38299.48,232,165.08,2019
Allopathic & Osteopathic Physicians|Anesthesiology|Critical Care Medicine,1448266.27,3195,453.29,2019
Allopathic & Osteopathic Physicians|Anesthesiology|Hospice and Palliative Medicine,2627.96,77,34.13,2019
Allopathic & Osteopathic Physicians|Anesthesiology|Pain Medicine,9990064.06,77108,129.56,2019
Allopathic & Osteopathic Physicians|Anesthesiology|Pediatric Anesthesiology,194804.78,478,407.54,2019
Allopathic & Osteopathic Physicians|Clinical Pharmacology,587671.88,293,2005.71,2019
Allopathic & Osteopathic Physicians|Colon & Rectal Surgery,5888051.85,18451,319.12,2019
Allopathic & Osteopathic Physicians|Dermatology,61698550.53,344561,179.06,2019
Allopathic & Osteopathic Physicians|Dermatology|Clinical & Laboratory Dermatological Immunology,797990.35,1613,494.72,2019
Allopathic & Osteopathic Physicians|Dermatology|Dermatopathology,658993.69,4910,134.21,2019
Allopathic & Osteopathic Physicians|Dermatology|MOHS-Micrographic Surgery,2018432.13,12336,163.62,2019
Allopathic & Osteopathic Physicians|Dermatology|Pediatric Dermatology,1907479.66,3406,560.04,2019
Allopathic & Osteopathic Physicians|Dermatology|Procedural Dermatology,3118669.64,14649,212.89,2019
Allopathic & Osteopathic Physicians|Electrodiagnostic Medicine,512.57,15,34.17,2019
Allopathic & Osteopathic Physicians|Emergency Medicine,9682172.65,37758,256.43,2019
Allopathic & Osteopathic Physicians|Emergency Medicine|Emergency Medical Services,494572.61,2502,197.67,2019
Allopathic & Osteopathic Physicians|Emergency Medicine|Hospice and Palliative Medicine,1224.88,23,53.26,2019
Allopathic & Osteopathic Physicians|Emergency Medicine|Medical Toxicology,92402.85,72,1283.37,2019
Allopathic & Osteopathic Physicians|Emergency Medicine|Pediatric Emergency Medicine,37531.34,306,122.65,2019
Allopathic & Osteopathic Physicians|Emergency Medicine|Sports Medicine,84466.69,463,182.43,2019
Allopathic & Osteopathic Physicians|Emergency Medicine|Undersea and Hyperbaric Medicine,79532.1,619,128.48,2019
Allopathic & Osteopathic Physicians|Family Medicine,46800736.07,1386773,33.75,2019
Allopathic & Osteopathic Physicians|Family Medicine|Addiction Medicine,289543.42,1874,154.51,2019
Allopathic & Osteopathic Physicians|Family Medicine|Adolescent Medicine,162984.51,975,167.16,2019
Allopathic & Osteopathic Physicians|Family Medicine|Adult Medicine,1152796.82,11057,104.26,2019
Allopathic & Osteopathic Physicians|Family Medicine|Geriatric Medicine,1205782.69,9603,125.56,2019
Allopathic & Osteopathic Physicians|Family Medicine|Hospice and Palliative Medicine,52143.75,777,67.11,2019
Allopathic & Osteopathic Physicians|Family Medicine|Obesity Medicine,47352.0,419,113.01,2019
Allopathic & Osteopathic Physicians|Family Medicine|Sleep Medicine,272110.89,1818,149.68,2019
Allopathic & Osteopathic Physicians|Family Medicine|Sports Medicine,842315.61,11719,71.88,2019
Allopathic & Osteopathic Physicians|General Practice,32575052.59,150854,215.94,2019
Allopathic & Osteopathic Physicians|Hospitalist,2202203.53,31477,69.96,2019
Allopathic & Osteopathic Physicians|Independent Medical Examiner,300259.88,238,1261.6,2019
Allopathic & Osteopathic Physicians|Internal Medicine,86374488.55,1305162,66.18,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Addiction Medicine,777692.34,2123,366.32,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Adolescent Medicine,221641.57,3128,70.86,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Adult Congenital Heart Disease,11788.49,118,99.9,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Advanced Heart Failure and Transplant Cardiology,4891570.46,12724,384.44,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,1974669.99,11842,166.75,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Cardiovascular Disease,80739153.19,539284,149.72,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical & Laboratory Immunology,57440.31,207,277.49,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,29337365.48,102679,285.72,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Critical Care Medicine,4202926.65,25200,166.78,2019
"Allopathic & Osteopathic Physicians|Internal Medicine|Endocrinology, Diabetes & Metabolism",62280435.99,289765,214.93,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,52766988.58,377495,139.78,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Geriatric Medicine,1606430.29,20477,78.45,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology,9612745.83,13262,724.83,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,71724775.89,344180,208.39,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Hepatology,2709078.79,4554,594.88,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Hospice and Palliative Medicine,200576.38,1079,185.89,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Hypertension Specialist,391751.49,275,1424.55,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,22085909.53,86277,255.99,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Interventional Cardiology,34495903.16,191674,179.97,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Magnetic Resonance Imaging (MRI),123894.26,139,891.33,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,29789343.27,77910,382.36,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Nephrology,19735151.02,115695,170.58,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Obesity Medicine,44446.2,449,98.99,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Pulmonary Disease,44084326.24,298809,147.53,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,47713213.5,291485,163.69,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Sleep Medicine,1434305.86,7223,198.57,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Sports Medicine,208868.65,1119,186.66,2019
Allopathic & Osteopathic Physicians|Internal Medicine|Transplant Hepatology,1021667.16,1709,597.82,2019
Allopathic & Osteopathic Physicians|Legal Medicine,5642.43,303,18.62,2019
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Biochemical Genetics,111167.22,206,539.65,2019
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Cytogenetic,1195.53,36,33.21,2019
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Genetics (M.D.),2085448.06,2450,851.2,2019
Allopathic & Osteopathic Physicians|Medical Genetics|Clinical Molecular Genetics,23475.56,37,634.47,2019
Allopathic & Osteopathic Physicians|Medical Genetics|Molecular Genetic Pathology,78233.16,94,832.27,2019
Allopathic & Osteopathic Physicians|Medical Genetics|Ph.D. Medical Genetics,220.53,9,24.5,2019
Allopathic & Osteopathic Physicians|Neurological Surgery,87223181.71,78892,1105.6,2019
Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine & OMM,761962.56,4869,156.49,2019
"Allopathic & Osteopathic Physicians|Neuromusculoskeletal Medicine, Sports Medicine",253604.94,1653,153.42,2019
Allopathic & Osteopathic Physicians|Nuclear Medicine,1000985.55,1056,947.9,2019
Allopathic & Osteopathic Physicians|Nuclear Medicine|In Vivo & In Vitro Nuclear Medicine,482.68,1,482.68,2019
Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Cardiology,4535452.28,1570,2888.82,2019
Allopathic & Osteopathic Physicians|Nuclear Medicine|Nuclear Imaging & Therapy,56092.76,253,221.71,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology,24984968.43,270583,92.34,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Critical Care Medicine,1974.29,63,31.34,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Female Pelvic Medicine and Reconstructive Surgery,1537133.45,7322,209.93,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,7075173.93,15587,453.92,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecology,4787500.35,23337,205.15,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Hospice and Palliative Medicine,13006.55,233,55.82,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Maternal & Fetal Medicine,799195.46,2468,323.82,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obesity Medicine,4720.6,37,127.58,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Obstetrics,615346.91,6993,87.99,2019
Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Reproductive Endocrinology,4759234.07,12777,372.48,2019
Allopathic & Osteopathic Physicians|Ophthalmology,59870011.23,180217,332.21,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Cornea and External Diseases Specialist,552237.21,1210,456.39,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Glaucoma Specialist,1457950.49,3372,432.37,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Neuro-ophthalmology,205848.03,475,433.36,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Ophthalmic Plastic and Reconstructive Surgery,758191.35,1869,405.67,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Pediatric Ophthalmology and Strabismus Specialist,9331.98,164,56.9,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Retina Specialist,5156282.65,9602,537.0,2019
Allopathic & Osteopathic Physicians|Ophthalmology|Uveitis and Ocular Inflammatory Disease,563369.17,714,789.03,2019
